Child's First Name,Year of Birth,Gender,ASIAN AND PACIFIC ISLANDER,BLACK NON HISPANIC,HISPANIC,WHITE NON HISPANIC,overall_count,rank
Elisa,2016,FEMALE,0,0,26,24,50,241.0
Elise,2016,FEMALE,0,0,0,17,17,383.0
Elisheva,2016,FEMALE,0,0,0,15,15,421.0
Eliza,2016,FEMALE,0,0,24,46,70,200.0
Elizabeth,2016,FEMALE,84,92,228,468,872,19.0
Ella,2016,FEMALE,168,48,108,456,780,22.0
Elle,2016,FEMALE,0,0,0,32,32,274.0
Ellie,2016,FEMALE,50,0,0,44,94,159.0
Eloise,2016,FEMALE,0,0,0,24,24,315.0
Elsa,2016,FEMALE,13,0,0,0,13,488.0
Emely,2016,FEMALE,0,0,33,0,33,273.0
Emerson,2016,FEMALE,0,0,0,24,24,315.0
Emilia,2016,FEMALE,42,0,90,198,330,61.0
Emily,2016,FEMALE,396,104,496,544,1540,7.0
Emma,2016,FEMALE,396,96,788,804,2084,3.0
Erika,2016,FEMALE,0,0,13,0,13,488.0
Esme,2016,FEMALE,0,0,0,14,14,451.0
Esmeralda,2016,FEMALE,0,0,15,0,15,421.0
Esther,2016,FEMALE,36,0,48,627,711,24.0
Esty,2016,FEMALE,0,0,0,32,32,274.0
Etty,2016,FEMALE,0,0,0,13,13,488.0
Eunice,2016,FEMALE,11,0,0,0,11,558.0
Eva,2016,FEMALE,104,52,108,272,536,36.0
Evangeline,2016,FEMALE,0,0,24,20,44,256.0
Eve,2016,FEMALE,0,0,0,17,17,383.0
Evelyn,2016,FEMALE,126,0,108,171,405,45.0
Everly,2016,FEMALE,0,0,0,12,12,511.0
Faiga,2016,FEMALE,0,0,0,22,22,327.0
Faigy,2016,FEMALE,0,0,0,91,91,163.0
Faith,2016,FEMALE,0,86,24,0,110,142.0
Fanta,2016,FEMALE,0,10,0,0,10,607.0
Farida,2016,FEMALE,0,0,0,11,11,558.0
Fatima,2016,FEMALE,136,144,48,48,376,52.0
Fatoumata,2016,FEMALE,0,48,0,0,48,246.0
Fernanda,2016,FEMALE,0,0,11,0,11,558.0
Finley,2016,FEMALE,0,0,0,10,10,607.0
Fiona,2016,FEMALE,70,0,0,88,158,108.0
Fradel,2016,FEMALE,0,0,0,15,15,421.0
Frady,2016,FEMALE,0,0,0,16,16,397.0
Fraidy,2016,FEMALE,0,0,0,27,27,296.0
Frances,2016,FEMALE,0,0,0,29,29,287.0
Francesca,2016,FEMALE,0,0,0,28,28,292.0
Freida,2016,FEMALE,0,0,0,13,13,488.0
Freya,2016,FEMALE,0,0,0,12,12,511.0
Frieda,2016,FEMALE,0,0,0,13,13,488.0
Frimet,2016,FEMALE,0,0,0,15,15,421.0
Gabriela,2016,FEMALE,0,0,86,36,122,132.0
Gabriella,2016,FEMALE,0,63,174,225,462,41.0
Gabrielle,2016,FEMALE,0,66,0,26,92,161.0
Gemma,2016,FEMALE,0,0,0,27,27,296.0
Genesis,2016,FEMALE,0,44,186,0,230,82.0
Genevieve,2016,FEMALE,0,0,0,16,16,397.0
Georgia,2016,FEMALE,0,0,0,20,20,342.0
Gia,2016,FEMALE,0,0,26,26,52,236.0
Gianna,2016,FEMALE,0,39,165,120,324,62.0
Giselle,2016,FEMALE,0,0,18,0,18,366.0
Gittel,2016,FEMALE,0,0,0,18,18,366.0
Gitty,2016,FEMALE,0,0,0,86,86,170.0
Giuliana,2016,FEMALE,0,0,0,25,25,308.0
Golda,2016,FEMALE,0,0,0,14,14,451.0
Goldie,2016,FEMALE,0,0,0,11,11,558.0
Goldy,2016,FEMALE,0,0,0,29,29,287.0
Grace,2016,FEMALE,216,112,176,336,840,20.0
Guadalupe,2016,FEMALE,0,0,16,0,16,397.0
Hadassah,2016,FEMALE,0,0,0,16,16,397.0
Hadley,2016,FEMALE,0,0,0,12,12,511.0
Hailey,2016,FEMALE,92,100,324,124,640,27.0
Hana,2016,FEMALE,30,0,0,34,64,213.0
Haniya,2016,FEMALE,13,0,0,0,13,488.0
Hanna,2016,FEMALE,32,0,0,32,64,213.0
Hannah,2016,FEMALE,224,68,60,304,656,26.0
Hareem,2016,FEMALE,11,0,0,0,11,558.0
Harley,2016,FEMALE,0,0,22,22,44,256.0
Harmony,2016,FEMALE,0,16,0,0,16,397.0
Harper,2016,FEMALE,57,36,0,201,294,68.0
Hazel,2016,FEMALE,30,0,39,105,174,101.0
Heaven,2016,FEMALE,0,46,32,0,78,184.0
Helen,2016,FEMALE,0,0,38,34,72,195.0
Henny,2016,FEMALE,0,0,0,15,15,421.0
Hinda,2016,FEMALE,0,0,0,12,12,511.0
Hindy,2016,FEMALE,0,0,0,25,25,308.0
Hoorain,2016,FEMALE,16,0,0,0,16,397.0
Hope,2016,FEMALE,0,10,0,0,10,607.0
Idy,2016,FEMALE,0,0,0,16,16,397.0
Imani,2016,FEMALE,0,21,0,0,21,334.0
Inaaya,2016,FEMALE,19,0,0,0,19,354.0
Inaya,2016,FEMALE,14,0,0,0,14,451.0
Irene,2016,FEMALE,20,0,0,0,20,342.0
Iris,2016,FEMALE,36,0,0,34,70,200.0
Isabel,2016,FEMALE,0,0,64,66,130,123.0
Isabela,2016,FEMALE,0,0,10,0,10,607.0
Isabella,2016,FEMALE,224,176,1104,324,1828,5.0
Isabelle,2016,FEMALE,80,64,60,156,360,54.0
Isla,2016,FEMALE,0,0,0,34,34,269.0
Itzel,2016,FEMALE,0,0,15,0,15,421.0
Ivanna,2016,FEMALE,0,0,10,0,10,607.0
Ivy,2016,FEMALE,42,0,0,34,76,188.0
Izabella,2016,FEMALE,0,0,15,0,15,421.0
Jacqueline,2016,FEMALE,42,0,45,36,123,129.0
Jada,2016,FEMALE,0,12,0,0,12,511.0
Jade,2016,FEMALE,0,30,96,0,126,126.0
Jaelyn,2016,FEMALE,0,0,12,0,12,511.0
Jaliyah,2016,FEMALE,0,10,0,0,10,607.0
Jamie,2016,FEMALE,0,0,12,0,12,511.0
Jane,2016,FEMALE,0,0,0,25,25,308.0
Janelle,2016,FEMALE,0,32,20,0,52,236.0
Janiyah,2016,FEMALE,0,12,0,0,12,511.0
Jannatul,2016,FEMALE,10,0,0,0,10,607.0
Jasmin,2016,FEMALE,0,0,10,0,10,607.0
Jasmine,2016,FEMALE,72,84,72,0,228,83.0
Jayla,2016,FEMALE,0,40,42,0,82,174.0
Jaylah,2016,FEMALE,0,0,14,0,14,451.0
Jayleen,2016,FEMALE,0,0,24,0,24,315.0
Jaylene,2016,FEMALE,0,0,17,0,17,383.0
Jaylin,2016,FEMALE,0,0,11,0,11,558.0
Jazlyn,2016,FEMALE,0,0,27,0,27,296.0
Jazmin,2016,FEMALE,0,0,19,0,19,354.0
Jenna,2016,FEMALE,0,0,0,11,11,558.0
Jennifer,2016,FEMALE,0,0,19,0,19,354.0
Jenny,2016,FEMALE,11,0,0,0,11,558.0
Jessica,2016,FEMALE,58,0,40,0,98,153.0
Jessie,2016,FEMALE,12,0,0,0,12,511.0
Jimena,2016,FEMALE,0,0,10,0,10,607.0
Joanna,2016,FEMALE,49,0,0,0,49,245.0
Jocelyn,2016,FEMALE,30,0,46,0,76,188.0
Jolie,2016,FEMALE,0,0,10,0,10,607.0
Jordyn,2016,FEMALE,0,22,0,0,22,327.0
Josephine,2016,FEMALE,0,0,24,88,112,140.0
Journee,2016,FEMALE,0,16,0,0,16,397.0
Journey,2016,FEMALE,0,12,0,0,12,511.0
Joy,2016,FEMALE,24,26,0,0,50,241.0
Joyce,2016,FEMALE,18,0,0,0,18,366.0
Judy,2016,FEMALE,0,0,0,14,14,451.0
Julia,2016,FEMALE,45,0,57,219,321,63.0
Juliana,2016,FEMALE,0,0,44,56,100,151.0
Julianna,2016,FEMALE,0,0,40,34,74,191.0
Julie,2016,FEMALE,0,0,0,12,12,511.0
Juliet,2016,FEMALE,0,0,44,66,110,142.0
Juliette,2016,FEMALE,0,0,98,78,176,100.0
June,2016,FEMALE,0,0,0,25,25,308.0
Juniper,2016,FEMALE,0,0,0,13,13,488.0
Kaia,2016,FEMALE,0,0,0,11,11,558.0
Kaitlyn,2016,FEMALE,34,0,54,0,88,167.0
Kali,2016,FEMALE,0,14,0,0,14,451.0
Kaliyah,2016,FEMALE,0,11,0,0,11,558.0
Kamila,2016,FEMALE,0,0,15,0,15,421.0
Karen,2016,FEMALE,24,0,32,0,56,229.0
Karla,2016,FEMALE,0,0,10,0,10,607.0
Kate,2016,FEMALE,0,0,20,30,50,241.0
Katerina,2016,FEMALE,0,0,0,10,10,607.0
Katherine,2016,FEMALE,72,0,138,111,321,63.0
Katie,2016,FEMALE,18,0,0,0,18,366.0
Kayla,2016,FEMALE,104,140,168,120,532,37.0
Kaylani,2016,FEMALE,0,0,10,0,10,607.0
Kaylee,2016,FEMALE,63,60,192,0,315,65.0
Kaylie,2016,FEMALE,0,0,12,0,12,511.0
Keily,2016,FEMALE,0,0,17,0,17,383.0
Keira,2016,FEMALE,20,0,0,40,60,221.0
Kelly,2016,FEMALE,32,0,30,0,62,218.0
Kelsey,2016,FEMALE,0,0,11,0,11,558.0
Kendra,2016,FEMALE,0,0,13,0,13,488.0
Kennedy,2016,FEMALE,0,21,0,0,21,334.0
Keyla,2016,FEMALE,0,0,29,0,29,287.0
Khadija,2016,FEMALE,0,10,0,0,10,607.0
Khaleesi,2016,FEMALE,0,0,12,0,12,511.0
Khloe,2016,FEMALE,0,64,70,0,134,121.0
Kiara,2016,FEMALE,0,34,72,0,106,149.0
Kimberly,2016,FEMALE,0,0,81,0,81,180.0
Kimora,2016,FEMALE,0,20,0,0,20,342.0
Kira,2016,FEMALE,22,0,0,42,64,213.0
Kori,2016,FEMALE,0,10,0,0,10,607.0
Kylie,2016,FEMALE,0,68,92,0,160,104.0
Laila,2016,FEMALE,0,96,51,66,213,87.0
Lana,2016,FEMALE,0,0,0,16,16,397.0
Lara,2016,FEMALE,0,0,0,23,23,321.0
Laura,2016,FEMALE,30,0,39,36,105,150.0
Lauren,2016,FEMALE,0,78,60,39,177,98.0
Layan,2016,FEMALE,0,0,0,15,15,421.0
Layla,2016,FEMALE,44,100,228,232,604,29.0
Lea,2016,FEMALE,0,0,0,17,17,383.0
Leah,2016,FEMALE,80,128,464,712,1384,8.0
Leanna,2016,FEMALE,14,0,0,0,14,451.0
Leela,2016,FEMALE,10,0,0,0,10,607.0
Leia,2016,FEMALE,0,0,14,0,14,451.0
Leila,2016,FEMALE,0,30,45,72,147,112.0
Leilani,2016,FEMALE,0,38,44,0,82,174.0
Leilany,2016,FEMALE,0,0,11,0,11,558.0
Lena,2016,FEMALE,0,0,0,16,16,397.0
Leslie,2016,FEMALE,0,0,32,0,32,274.0
Lesly,2016,FEMALE,0,0,12,0,12,511.0
Leyla,2016,FEMALE,0,0,0,11,11,558.0
Lia,2016,FEMALE,30,0,75,39,144,113.0
Liana,2016,FEMALE,0,0,32,38,70,200.0
Liba,2016,FEMALE,0,0,0,12,12,511.0
Libby,2016,FEMALE,0,0,0,32,32,274.0
Lila,2016,FEMALE,0,0,0,45,45,254.0
Lilah,2016,FEMALE,0,0,0,12,12,511.0
Liliana,2016,FEMALE,0,0,44,80,124,127.0
Lillian,2016,FEMALE,33,0,33,111,177,98.0
Lilliana,2016,FEMALE,0,0,0,10,10,607.0
Lilly,2016,FEMALE,0,0,0,11,11,558.0
Lily,2016,FEMALE,54,0,54,237,345,58.0
Lina,2016,FEMALE,0,0,0,10,10,607.0
Liora,2016,FEMALE,0,0,0,12,12,511.0
Liv,2016,FEMALE,0,0,0,14,14,451.0
Livia,2016,FEMALE,20,0,0,28,48,246.0
Lizbeth,2016,FEMALE,0,0,13,0,13,488.0
Logan,2016,FEMALE,0,0,0,10,10,607.0
Lola,2016,FEMALE,0,0,0,17,17,383.0
London,2016,FEMALE,0,82,42,0,124,127.0
Londyn,2016,FEMALE,0,14,0,0,14,451.0
Louisa,2016,FEMALE,0,0,0,14,14,451.0
Louise,2016,FEMALE,0,0,0,16,16,397.0
Lucia,2016,FEMALE,0,0,34,64,98,153.0
Luciana,2016,FEMALE,0,0,14,0,14,451.0
Lucy,2016,FEMALE,26,0,0,88,114,138.0
Luna,2016,FEMALE,36,0,171,63,270,72.0
Luz,2016,FEMALE,0,0,11,0,11,558.0
Lydia,2016,FEMALE,28,0,0,38,66,209.0
Lyla,2016,FEMALE,0,0,0,26,26,304.0
Lyric,2016,FEMALE,0,18,0,0,18,366.0
Mackenzie,2016,FEMALE,0,39,42,72,153,110.0
Madeleine,2016,FEMALE,0,0,0,19,19,354.0
Madeline,2016,FEMALE,0,0,22,96,118,136.0
Madelyn,2016,FEMALE,0,0,34,52,86,170.0
Madina,2016,FEMALE,0,0,0,11,11,558.0
Madison,2016,FEMALE,92,416,460,316,1284,10.0
Maeve,2016,FEMALE,0,0,0,28,28,292.0
Maggie,2016,FEMALE,0,0,0,10,10,607.0
Mahnoor,2016,FEMALE,11,0,0,0,11,558.0
Maia,2016,FEMALE,0,0,42,24,66,209.0
Maimouna,2016,FEMALE,0,10,0,0,10,607.0
Makayla,2016,FEMALE,0,64,24,0,88,167.0
Malak,2016,FEMALE,0,0,0,14,14,451.0
Malaysia,2016,FEMALE,0,11,0,0,11,558.0
Malia,2016,FEMALE,0,76,22,0,98,153.0
Malika,2016,FEMALE,0,0,0,15,15,421.0
Maliyah,2016,FEMALE,0,15,0,0,15,421.0
Malka,2016,FEMALE,0,0,0,95,95,158.0
Malky,2016,FEMALE,0,0,0,87,87,169.0
Manha,2016,FEMALE,16,0,0,0,16,397.0
Margaret,2016,FEMALE,0,0,0,27,27,296.0
Margaux,2016,FEMALE,0,0,0,10,10,607.0
Margot,2016,FEMALE,0,0,0,20,20,342.0
Maria,2016,FEMALE,0,0,120,94,214,86.0
Mariah,2016,FEMALE,0,42,36,0,78,184.0
Mariam,2016,FEMALE,30,93,0,66,189,95.0
Mariama,2016,FEMALE,0,30,0,0,30,283.0
Mariana,2016,FEMALE,0,0,27,0,27,296.0
Marley,2016,FEMALE,0,12,0,0,12,511.0
Marlowe,2016,FEMALE,0,0,0,10,10,607.0
Mary,2016,FEMALE,0,0,0,23,23,321.0
Maryam,2016,FEMALE,52,0,0,40,92,161.0
Matilda,2016,FEMALE,0,0,0,16,16,397.0
Maya,2016,FEMALE,156,80,148,548,932,17.0
McKenzie,2016,FEMALE,0,14,0,0,14,451.0
Mckenzie,2016,FEMALE,0,11,0,0,11,558.0
Meera,2016,FEMALE,12,0,0,0,12,511.0
Megan,2016,FEMALE,0,0,13,0,13,488.0
Melanie,2016,FEMALE,0,22,174,0,196,94.0
Melany,2016,FEMALE,0,0,22,0,22,327.0
Melissa,2016,FEMALE,0,0,32,0,32,274.0
Melody,2016,FEMALE,44,0,24,0,68,205.0
Mia,2016,FEMALE,316,148,912,468,1844,4.0
Miah,2016,FEMALE,0,0,13,0,13,488.0
Michal,2016,FEMALE,0,0,0,10,10,607.0
Michelle,2016,FEMALE,92,76,116,116,400,47.0
Mikaela,2016,FEMALE,0,0,13,0,13,488.0
Mikayla,2016,FEMALE,0,10,0,0,10,607.0
Mila,2016,FEMALE,68,40,192,264,564,31.0
Milan,2016,FEMALE,0,10,0,0,10,607.0
Milana,2016,FEMALE,0,0,0,19,19,354.0
Milani,2016,FEMALE,0,12,0,0,12,511.0
Mina,2016,FEMALE,14,0,0,0,14,451.0
Mindy,2016,FEMALE,0,0,0,21,21,334.0
Mira,2016,FEMALE,20,0,0,48,68,205.0
Miracle,2016,FEMALE,0,25,0,0,25,308.0
Miranda,2016,FEMALE,22,0,36,0,58,225.0
Mirel,2016,FEMALE,0,0,0,14,14,451.0
Miri,2016,FEMALE,0,0,0,12,12,511.0
Miriam,2016,FEMALE,0,0,0,159,159,105.0
Molly,2016,FEMALE,0,0,0,31,31,280.0
Montserrat,2016,FEMALE,0,0,11,0,11,558.0
Morgan,2016,FEMALE,0,56,0,30,86,170.0
Mya,2016,FEMALE,0,34,56,0,90,164.0
Myra,2016,FEMALE,19,0,0,0,19,354.0
Nadia,2016,FEMALE,0,0,0,14,14,451.0
Nala,2016,FEMALE,0,14,0,0,14,451.0
Nalani,2016,FEMALE,0,11,0,0,11,558.0
Naomi,2016,FEMALE,0,96,84,159,339,59.0
Nashla,2016,FEMALE,0,0,14,0,14,451.0
Natalia,2016,FEMALE,0,0,72,50,122,132.0
Natalie,2016,FEMALE,72,0,96,129,297,67.0
Natasha,2016,FEMALE,0,0,15,0,15,421.0
Nathalia,2016,FEMALE,0,0,15,0,15,421.0
Nathalie,2016,FEMALE,0,0,11,0,11,558.0
Nathaly,2016,FEMALE,0,0,14,0,14,451.0
Nayeli,2016,FEMALE,0,0,10,0,10,607.0
Nechama,2016,FEMALE,0,0,0,31,31,280.0
Nevaeh,2016,FEMALE,0,35,0,0,35,268.0
Nia,2016,FEMALE,0,68,22,0,90,164.0
Nicole,2016,FEMALE,51,0,153,105,309,66.0
Nicolette,2016,FEMALE,0,0,0,10,10,607.0
Nina,2016,FEMALE,36,0,0,74,110,142.0
Noa,2016,FEMALE,0,0,0,36,36,267.0
Noemi,2016,FEMALE,0,0,10,0,10,607.0
Noor,2016,FEMALE,22,0,0,40,62,218.0
Nora,2016,FEMALE,22,0,0,92,114,138.0
Nova,2016,FEMALE,0,28,40,0,68,205.0
Nyla,2016,FEMALE,0,56,26,0,82,174.0
Nylah,2016,FEMALE,0,48,26,0,74,191.0
Olive,2016,FEMALE,0,0,0,17,17,383.0
Olivia,2016,FEMALE,688,196,432,920,2236,1.0
Oumou,2016,FEMALE,0,12,0,0,12,511.0
Paige,2016,FEMALE,0,90,33,42,165,103.0
Paris,2016,FEMALE,0,44,20,0,64,213.0
Pearl,2016,FEMALE,0,0,0,38,38,264.0
Penelope,2016,FEMALE,45,0,204,186,435,43.0
Perel,2016,FEMALE,0,0,0,14,14,451.0
Perl,2016,FEMALE,0,0,0,19,19,354.0
Pessy,2016,FEMALE,0,0,0,22,22,327.0
Peyton,2016,FEMALE,0,92,20,0,112,140.0
Phoebe,2016,FEMALE,54,0,0,40,94,159.0
Poppy,2016,FEMALE,0,0,0,10,10,607.0
Princess,2016,FEMALE,0,11,0,0,11,558.0
Queena,2016,FEMALE,16,0,0,0,16,397.0
Queenie,2016,FEMALE,20,0,0,0,20,342.0
Quinn,2016,FEMALE,0,0,0,29,29,287.0
Rachel,2016,FEMALE,84,0,39,663,786,21.0
Raizel,2016,FEMALE,0,0,0,18,18,366.0
Raizy,2016,FEMALE,0,0,0,55,55,230.0
Raquel,2016,FEMALE,0,0,0,15,15,421.0
Reagan,2016,FEMALE,0,0,0,14,14,451.0
Rebecca,2016,FEMALE,0,0,0,43,43,258.0
Reem,2016,FEMALE,0,0,0,10,10,607.0
Reese,2016,FEMALE,0,0,0,16,16,397.0
Reign,2016,FEMALE,0,11,0,0,11,558.0
Rifka,2016,FEMALE,0,0,0,14,14,451.0
Rifky,2016,FEMALE,0,0,0,13,13,488.0
Riley,2016,FEMALE,96,260,176,220,752,23.0
Riva,2016,FEMALE,0,0,0,10,10,607.0
Rivka,2016,FEMALE,0,0,0,127,127,125.0
Rivkah,2016,FEMALE,0,0,0,14,14,451.0
Rivky,2016,FEMALE,0,0,0,61,61,220.0
Rochel,2016,FEMALE,0,0,0,29,29,287.0
Rose,2016,FEMALE,0,0,40,98,138,117.0
Roselyn,2016,FEMALE,0,0,12,0,12,511.0
Rosemary,2016,FEMALE,0,0,11,0,11,558.0
Ruby,2016,FEMALE,0,0,48,92,140,116.0
Ruchy,2016,FEMALE,0,0,0,17,17,383.0
Ruth,2016,FEMALE,0,0,24,34,58,225.0
Ryan,2016,FEMALE,0,0,0,13,13,488.0
Rylee,2016,FEMALE,0,11,0,0,11,558.0
Sabina,2016,FEMALE,0,0,0,15,15,421.0
Sabrina,2016,FEMALE,0,0,34,38,72,195.0
Sadie,2016,FEMALE,0,0,26,82,108,146.0
Sage,2016,FEMALE,0,15,0,0,15,421.0
Salma,2016,FEMALE,0,0,0,18,18,366.0
Samantha,2016,FEMALE,42,0,237,123,402,46.0
Samara,2016,FEMALE,0,0,17,0,17,383.0
Samira,2016,FEMALE,0,0,0,21,21,334.0
Sanaa,2016,FEMALE,0,10,0,0,10,607.0
Sanai,2016,FEMALE,0,10,0,0,10,607.0
Saniyah,2016,FEMALE,0,10,0,0,10,607.0
Sara,2016,FEMALE,48,0,75,444,567,30.0
Sarah,2016,FEMALE,228,100,196,808,1332,9.0
Sarai,2016,FEMALE,0,28,52,0,80,181.0
Sasha,2016,FEMALE,0,36,48,60,144,113.0
Savannah,2016,FEMALE,48,216,140,100,504,38.0
Scarlet,2016,FEMALE,0,0,11,0,11,558.0
Scarlett,2016,FEMALE,33,0,282,123,438,42.0
Selena,2016,FEMALE,0,0,20,0,20,342.0
Selina,2016,FEMALE,12,0,0,0,12,511.0
Serena,2016,FEMALE,30,0,0,30,60,221.0
Serenity,2016,FEMALE,0,66,66,0,132,122.0
Shaina,2016,FEMALE,0,0,0,16,16,397.0
Shaindy,2016,FEMALE,0,0,0,47,47,250.0
Sharon,2016,FEMALE,13,0,0,0,13,488.0
Shea,2016,FEMALE,0,0,0,13,13,488.0
Sherlyn,2016,FEMALE,0,0,20,0,20,342.0
Shevy,2016,FEMALE,0,0,0,12,12,511.0
Shifra,2016,FEMALE,0,0,0,15,15,421.0
Shira,2016,FEMALE,0,0,0,19,19,354.0
Shirley,2016,FEMALE,0,0,10,0,10,607.0
Shoshana,2016,FEMALE,0,0,0,28,28,292.0
Siena,2016,FEMALE,0,0,0,15,15,421.0
Sienna,2016,FEMALE,0,0,30,122,152,111.0
Sima,2016,FEMALE,0,0,0,11,11,558.0
Simone,2016,FEMALE,0,0,0,13,13,488.0
Skye,2016,FEMALE,0,10,0,0,10,607.0
Skyla,2016,FEMALE,0,32,28,0,60,221.0
Skylar,2016,FEMALE,0,204,90,63,357,55.0
Skyler,2016,FEMALE,0,0,12,0,12,511.0
Sloane,2016,FEMALE,0,0,0,41,41,261.0
Sofia,2016,FEMALE,60,0,537,330,927,18.0
Sonia,2016,FEMALE,0,0,0,10,10,607.0
Sophia,2016,FEMALE,416,160,1044,576,2196,2.0
Sophie,2016,FEMALE,84,0,66,186,336,60.0
Stella,2016,FEMALE,36,0,57,201,294,68.0
Stephanie,2016,FEMALE,38,0,62,0,100,151.0
Summer,2016,FEMALE,20,0,0,38,58,225.0
Suri,2016,FEMALE,0,0,0,10,10,607.0
Sury,2016,FEMALE,0,0,0,27,27,296.0
Sydney,2016,FEMALE,0,40,0,50,90,164.0
Syeda,2016,FEMALE,10,0,0,0,10,607.0
Sylvia,2016,FEMALE,22,0,0,20,42,259.0
Sylvie,2016,FEMALE,0,0,0,16,16,397.0
Talia,2016,FEMALE,0,42,0,94,136,119.0
Tamar,2016,FEMALE,0,0,0,11,11,558.0
Tamara,2016,FEMALE,0,0,0,10,10,607.0
Tamia,2016,FEMALE,0,11,0,0,11,558.0
Taylor,2016,FEMALE,33,111,0,54,198,93.0
Teagan,2016,FEMALE,0,0,0,13,13,488.0
Tenzin,2016,FEMALE,20,0,0,0,20,342.0
Tessa,2016,FEMALE,0,0,0,12,12,511.0
Tiana,2016,FEMALE,0,10,0,0,10,607.0
Tianna,2016,FEMALE,0,12,0,0,12,511.0
Tiffany,2016,FEMALE,50,0,24,0,74,191.0
Toba,2016,FEMALE,0,0,0,12,12,511.0
Toby,2016,FEMALE,0,0,0,54,54,232.0
Tori,2016,FEMALE,0,18,0,0,18,366.0
Tova,2016,FEMALE,0,0,0,13,13,488.0
Trany,2016,FEMALE,0,0,0,12,12,511.0
Trinity,2016,FEMALE,0,44,20,0,64,213.0
Tzipora,2016,FEMALE,0,0,0,16,16,397.0
Tziporah,2016,FEMALE,0,0,0,14,14,451.0
Valentina,2016,FEMALE,0,0,238,108,346,57.0
Valeria,2016,FEMALE,0,0,34,0,34,269.0
Valerie,2016,FEMALE,36,0,183,33,252,76.0
Valery,2016,FEMALE,0,0,16,0,16,397.0
Vanessa,2016,FEMALE,0,0,48,20,68,205.0
Vera,2016,FEMALE,0,0,0,15,15,421.0
Veronica,2016,FEMALE,0,0,20,32,52,236.0
Vicky,2016,FEMALE,14,0,0,0,14,451.0
Victoria,2016,FEMALE,128,120,464,304,1016,14.0
Vienna,2016,FEMALE,0,0,0,13,13,488.0
Violet,2016,FEMALE,0,30,69,171,270,72.0
Vivian,2016,FEMALE,60,0,0,60,120,134.0
Vivienne,2016,FEMALE,0,0,0,34,34,269.0
Wendy,2016,FEMALE,0,0,10,0,10,607.0
Willa,2016,FEMALE,0,0,0,28,28,292.0
Willow,2016,FEMALE,0,0,0,15,15,421.0
Winnie,2016,FEMALE,14,0,0,0,14,451.0
Ximena,2016,FEMALE,0,0,30,0,30,283.0
Yael,2016,FEMALE,0,0,0,20,20,342.0
Yamileth,2016,FEMALE,0,0,11,0,11,558.0
Yaretzi,2016,FEMALE,0,0,16,0,16,397.0
Yasmin,2016,FEMALE,0,0,0,10,10,607.0
Yehudis,2016,FEMALE,0,0,0,16,16,397.0
Yides,2016,FEMALE,0,0,0,25,25,308.0
Yitty,2016,FEMALE,0,0,0,58,58,225.0
Yocheved,2016,FEMALE,0,0,0,38,38,264.0
Yuna,2016,FEMALE,11,0,0,0,11,558.0
Zahra,2016,FEMALE,22,20,0,0,42,259.0
Zainab,2016,FEMALE,56,0,0,20,76,188.0
Zara,2016,FEMALE,104,56,44,44,248,78.0
Zariah,2016,FEMALE,0,15,0,0,15,421.0
Zelda,2016,FEMALE,0,0,0,10,10,607.0
Zissy,2016,FEMALE,0,0,0,15,15,421.0
Zoe,2016,FEMALE,124,180,332,324,960,16.0
Zoey,2016,FEMALE,116,136,220,72,544,33.0
Zuri,2016,FEMALE,0,30,0,0,30,283.0
Aahil,2016,MALE,11,0,0,0,11,520.0
Aarav,2016,MALE,15,0,0,0,15,416.0
Aaron,2016,MALE,228,156,564,220,1168,26.0
Aaryan,2016,MALE,13,0,0,0,13,460.0
Aayan,2016,MALE,14,0,0,0,14,434.0
Abdiel,2016,MALE,0,0,16,0,16,403.0
Abdoul,2016,MALE,0,11,0,0,11,520.0
Abdul,2016,MALE,14,0,0,0,14,434.0
Abdullah,2016,MALE,72,0,0,38,110,156.0
Abel,2016,MALE,0,0,38,0,38,260.0
Abraham,2016,MALE,0,30,126,489,645,48.0
Adam,2016,MALE,112,84,192,712,1100,29.0
Aden,2016,MALE,12,0,0,0,12,485.0
Adiel,2016,MALE,0,0,12,0,12,485.0
Adonis,2016,MALE,0,62,32,0,94,168.0
Adrian,2016,MALE,80,68,540,188,876,39.0
Adriel,2016,MALE,0,0,37,0,37,265.0
Adyan,2016,MALE,13,0,0,0,13,460.0
Aharon,2016,MALE,0,0,0,17,17,395.0
Ahmad,2016,MALE,24,0,0,22,46,247.0
Ahmed,2016,MALE,28,0,0,66,94,168.0
Ahnaf,2016,MALE,15,0,0,0,15,416.0
Ahron,2016,MALE,0,0,0,11,11,520.0
Aidan,2016,MALE,100,56,84,152,392,77.0
Aiden,2016,MALE,532,548,768,268,2116,6.0
Akiva,2016,MALE,0,0,0,21,21,347.0
Alan,2016,MALE,75,0,174,81,330,88.0
Albert,2016,MALE,33,0,30,60,123,151.0
Alejandro,2016,MALE,0,0,52,0,52,237.0
Alessandro,2016,MALE,0,0,12,0,12,485.0
Alex,2016,MALE,148,56,212,104,520,60.0
Alexander,2016,MALE,212,136,676,844,1868,12.0
Alexis,2016,MALE,0,0,33,0,33,277.0
Ali,2016,MALE,30,30,0,159,219,119.0
Allan,2016,MALE,0,0,11,0,11,520.0
Allen,2016,MALE,40,0,46,0,86,181.0
Alpha,2016,MALE,0,16,0,0,16,403.0
Alston,2016,MALE,10,0,0,0,10,556.0
Alvin,2016,MALE,36,0,0,0,36,270.0
